chr1	3663600	3663900
chr1	4562700	4563000
chr1	4855500	4855800
chr1	4855800	4856100
chr1	4927800	4928100
chr1	5088600	5088900
chr1	5089200	5089500
chr1	5089500	5089800
chr1	5089800	5090100
chr1	5090400	5090700
chr1	5090700	5091000
chr1	5091000	5091300
chr1	5986800	5987100
chr1	5987100	5987400
chr1	5987400	5987700
chr1	6284100	6284400
chr1	6285000	6285300
chr1	6285300	6285600
chr1	6285600	6285900
chr1	6429300	6429600
chr1	6429600	6429900
chr1	6511500	6511800
chr1	7158600	7158900
chr1	7158900	7159200
chr1	7468500	7468800
chr1	7469100	7469400
chr1	8919300	8919600
chr1	9369300	9369600
chr1	9369900	9370200
chr1	9618600	9618900
chr1	9769800	9770100
chr1	9817800	9818100
chr1	9867900	9868200
chr1	9868500	9868800
chr1	9918300	9918600
chr1	9918600	9918900
chr1	9978900	9979200
chr1	10014000	10014300
chr1	10037100	10037400
chr1	10037400	10037700
chr1	10038000	10038300
chr1	10038300	10038600
chr1	10038600	10038900
chr1	10079100	10079400
chr1	10107600	10107900
chr1	10108200	10108500
chr1	10110000	10110300
chr1	10110300	10110600
chr1	10302300	10302600
chr1	10303200	10303500
chr1	10473900	10474200
chr1	11063100	11063400
chr1	11484600	11484900
chr1	12626100	12626400
chr1	12763200	12763500
chr1	13060800	13061100
chr1	13061100	13061400
chr1	13061700	13062000
chr1	13062000	13062300
chr1	13062300	13062600
chr1	13062900	13063200
chr1	13195800	13196100
chr1	13196400	13196700
chr1	13443000	13443300
chr1	13443300	13443600
chr1	13444200	13444500
chr1	13444500	13444800
chr1	13444800	13445100
chr1	13631700	13632000
chr1	13659300	13659600
chr1	13659600	13659900
chr1	13660200	13660500
chr1	13730100	13730400
chr1	13730700	13731000
chr1	14576700	14577000
chr1	14577000	14577300
chr1	14825400	14825700
chr1	14825700	14826000
chr1	15357000	15357300
chr1	15721200	15721500
chr1	15962700	15963000
chr1	15963000	15963300
chr1	16163100	16163400
chr1	16163400	16163700
chr1	16175100	16175400
chr1	16175700	16176000
chr1	16176000	16176300
chr1	16176300	16176600
chr1	16588800	16589100
chr1	16589100	16589400
chr1	16590000	16590300
chr1	16688400	16688700
chr1	16689300	16689600
chr1	16726500	16726800
chr1	17167200	17167500
chr1	17167500	17167800
chr1	17193600	17193900
chr1	18128100	18128400
chr1	18128400	18128700
chr1	18128700	18129000
chr1	18149400	18149700
chr1	19174800	19175100
chr1	19280400	19280700
chr1	19284600	19284900
chr1	19402200	19402500
chr1	20039100	20039400
chr1	20548200	20548500
chr1	20960700	20961000
chr1	20961000	20961300
chr1	20985600	20985900
chr1	21149100	21149400
chr1	21149700	21150000
chr1	22572600	22572900
chr1	22572900	22573200
chr1	22685700	22686000
chr1	23295600	23295900
chr1	23421900	23422200
chr1	23422200	23422500
chr1	23801100	23801400
chr1	23801400	23801700
chr1	23801700	23802000
chr1	23802000	23802300
chr1	23961000	23961300
chr1	23961300	23961600
chr1	24044400	24044700
chr1	24044700	24045000
chr1	24234900	24235200
chr1	24597900	24598200
chr1	24625800	24626100
chr1	24626100	24626400
chr1	24651000	24651300
chr1	24672600	24672900
chr1	25267800	25268100
chr1	26587500	26587800
chr1	30987900	30988200
chr1	30988800	30989100
chr1	30989100	30989400
chr1	32211600	32211900
chr1	33464100	33464400
chr1	33709200	33709500
chr1	33758700	33759000
chr1	33759000	33759300
chr1	33778500	33778800
chr1	33782100	33782400
chr1	33796500	33796800
chr1	33797100	33797400
chr1	33853200	33853500
chr1	33901800	33902100
chr1	33946500	33946800
chr1	34050300	34050600
chr1	34050600	34050900
chr1	34179300	34179600
chr1	34275600	34275900
chr1	34279800	34280100
chr1	34471500	34471800
chr1	34473000	34473300
chr1	34478400	34478700
chr1	34478700	34479000
chr1	34479000	34479300
chr1	34511700	34512000
chr1	34512000	34512300
chr1	34524600	34524900
chr1	34549200	34549500
chr1	34576500	34576800
chr1	34618200	34618500
chr1	34763100	34763400
chr1	34789200	34789500
chr1	34789500	34789800
chr1	34789800	34790100
chr1	34840800	34841100
chr1	34845300	34845600
chr1	34881900	34882200
chr1	34889100	34889400
chr1	35372400	35372700
chr1	35863500	35863800
chr1	35943300	35943600
chr1	35994900	35995200
chr1	36107700	36108000
chr1	36108000	36108300
chr1	36342300	36342600
chr1	36408300	36408600
chr1	36483600	36483900
chr1	36510300	36510600
chr1	36510900	36511200
chr1	36511200	36511500
chr1	36551100	36551400
chr1	36552000	36552300
chr1	36595500	36595800
chr1	36596100	36596400
chr1	36596700	36597000
chr1	36597000	36597300
