chr1	3097200	3097500
chr1	3115500	3115800
chr1	3222600	3222900
chr1	3530700	3531000
chr1	3741000	3741300
chr1	3741300	3741600
chr1	3741600	3741900
chr1	3741900	3742200
chr1	3742200	3742500
chr1	3742500	3742800
chr1	3743400	3743700
chr1	3929100	3929400
chr1	3977400	3977700
chr1	4023600	4023900
chr1	4202400	4202700
chr1	4290000	4290300
chr1	4405200	4405500
chr1	4419300	4419600
chr1	4419900	4420200
chr1	4487100	4487400
chr1	4497900	4498200
chr1	4562400	4562700
chr1	4563300	4563600
chr1	4563600	4563900
chr1	4564200	4564500
chr1	4567200	4567500
chr1	4592100	4592400
chr1	4687800	4688100
chr1	4723500	4723800
chr1	4723800	4724100
chr1	4725900	4726200
chr1	4815900	4816200
chr1	4836900	4837200
chr1	4837500	4837800
chr1	4877700	4878000
chr1	4878000	4878300
chr1	4927500	4927800
chr1	4928400	4928700
chr1	5027700	5028000
chr1	5088300	5088600
chr1	5088900	5089200
chr1	5091600	5091900
chr1	5153100	5153400
chr1	5153700	5154000
chr1	5283000	5283300
chr1	5331000	5331300
chr1	5417100	5417400
chr1	5556600	5556900
chr1	5559300	5559600
chr1	6014700	6015000
chr1	6284400	6284700
chr1	6429000	6429300
chr1	6453000	6453300
chr1	6453300	6453600
chr1	6607800	6608100
chr1	7271700	7272000
chr1	7276800	7277100
chr1	7367100	7367400
chr1	7467900	7468200
chr1	7678500	7678800
chr1	7754400	7754700
chr1	7810800	7811100
chr1	7913400	7913700
chr1	8052900	8053200
chr1	8099700	8100000
chr1	8193300	8193600
chr1	8358900	8359200
chr1	8408400	8408700
chr1	9308700	9309000
chr1	9368400	9368700
chr1	9368700	9369000
chr1	9369000	9369300
chr1	9369600	9369900
chr1	9441900	9442200
chr1	9615300	9615600
chr1	9615900	9616200
chr1	9616200	9616500
chr1	9618900	9619200
chr1	9675300	9675600
chr1	9697500	9697800
chr1	9728700	9729000
chr1	9770700	9771000
chr1	9817500	9817800
chr1	9818100	9818400
chr1	9818400	9818700
chr1	9818700	9819000
chr1	9838800	9839100
chr1	9839100	9839400
chr1	9868200	9868500
chr1	9868800	9869100
chr1	9877200	9877500
chr1	9978600	9978900
chr1	9987300	9987600
chr1	10013100	10013400
chr1	10014300	10014600
chr1	10014600	10014900
chr1	10037700	10038000
chr1	10053000	10053300
chr1	10079400	10079700
chr1	10107900	10108200
chr1	10109100	10109400
chr1	10109700	10110000
chr1	10194300	10194600
chr1	10302600	10302900
chr1	10302900	10303200
chr1	10335000	10335300
chr1	10651200	10651500
chr1	10752000	10752300
chr1	10877400	10877700
chr1	10950300	10950600
chr1	11004300	11004600
chr1	11063700	11064000
chr1	11097000	11097300
chr1	11142300	11142600
chr1	11190900	11191200
chr1	11260500	11260800
chr1	11399400	11399700
chr1	11633400	11633700
chr1	11816100	11816400
chr1	12241200	12241500
chr1	12686400	12686700
chr1	12762000	12762300
chr1	12762300	12762600
chr1	12762600	12762900
chr1	12768300	12768600
chr1	12834300	12834600
chr1	12905700	12906000
chr1	12906300	12906600
chr1	12912600	12912900
chr1	12933300	12933600
chr1	12934500	12934800
chr1	12976200	12976500
chr1	13062600	13062900
chr1	13063200	13063500
chr1	13173900	13174200
chr1	13174200	13174500
chr1	13194600	13194900
chr1	13195500	13195800
chr1	13196100	13196400
chr1	13196700	13197000
chr1	13197000	13197300
chr1	13197300	13197600
chr1	13197600	13197900
chr1	13198200	13198500
chr1	13198800	13199100
chr1	13266600	13266900
chr1	13267200	13267500
chr1	13310400	13310700
chr1	13312500	13312800
chr1	13370700	13371000
chr1	13399800	13400100
chr1	13442700	13443000
chr1	13443600	13443900
chr1	13443900	13444200
chr1	13456200	13456500
chr1	13496700	13497000
chr1	13535700	13536000
chr1	13601700	13602000
chr1	13654200	13654500
chr1	13699800	13700100
chr1	13749300	13749600
chr1	13847400	13847700
chr1	13858200	13858500
chr1	13893600	13893900
chr1	13902900	13903200
chr1	13917000	13917300
chr1	14179500	14179800
chr1	14373000	14373300
chr1	14574300	14574600
chr1	14576400	14576700
chr1	14577300	14577600
chr1	14660100	14660400
chr1	14742900	14743200
chr1	14826000	14826300
chr1	14988600	14988900
chr1	15357300	15357600
chr1	15502200	15502500
chr1	15618600	15618900
chr1	15715200	15715500
chr1	15825600	15825900
chr1	15876300	15876600
chr1	16139400	16139700
chr1	16174200	16174500
chr1	16174500	16174800
chr1	16175400	16175700
chr1	16176600	16176900
chr1	16262700	16263000
chr1	16299900	16300200
chr1	16365600	16365900
chr1	16512000	16512300
chr1	16559400	16559700
chr1	16589400	16589700
chr1	16688700	16689000
chr1	16689000	16689300
chr1	16689600	16689900
chr1	16726200	16726500
chr1	16726800	16727100
chr1	16727100	16727400
